Current_season,Month,Previous_covid_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,NOV,2023-24,Guam,0.0039,0.0002,0.0037,48,2,12460,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,NOV,2023-24,Iowa,0.0316,0.0244,0.0072,"5,094","3,937",161075,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Idaho,0.0138,0.0115,0.0023,"1,378","1,144",99629,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Illinois,0.039,0.0342,0.0048,"23,702","20,794",607964,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Indiana,0.0208,0.0154,0.0054,"7,228","5,346",347351,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Kansas,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,NOV,2023-24,Kentucky,0.0138,0.011,0.0028,"3,075","2,451",222571,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Louisiana,0.0036,0.0032,0.0005,880,767,242051,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,NOV,2023-24,Maine,0.0616,0.0527,0.0089,"3,312","2,832",53773,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Marshall Islands,0.018,0.0021,0.0159,121,14,6738,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Michigan,0.0334,0.0293,0.0041,"15,628","13,696",467559,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Minnesota,0.0816,0.0628,0.0188,"23,773","18,300",291284,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Missouri,0.024,0.0195,0.0045,"7,265","5,906",302877,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,N. Mariana Islands,0.002,0.0046,-0.0026,6,14,3019,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Mississippi,0.0022,0.0016,0.0006,326,234,149649,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Montana,0.0306,0.0241,0.0066,"1,590","1,249",51927,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,North Carolina,0.0241,0.0199,0.0042,"12,187","10,066",504671,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,North Dakota,0.0314,0.0257,0.0057,"1,322","1,083",42112,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,NOV,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,NOV,2023-24,New Jersey,0.0202,0.0212,-0.001,"8,564","8,970",423451,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New Mexico,0.0339,0.027,0.0068,"3,532","2,819",104306,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Nevada,0.0098,0.009,0.0008,"1,523","1,392",155213,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New York,0.0249,0.0216,0.0033,"12,547","10,879",503705,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Ohio,0.0229,0.0185,0.0044,"13,019","10,517",569627,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Oklahoma,0.0064,0.0065,-0.0001,"1,375","1,396",215130,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Oregon,0.0684,0.0586,0.0098,"13,183","11,299",192782,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Pennsylvania,0.0291,0.0266,0.0025,"14,583","13,329",500397,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Philadelphia,0.0301,0.0215,0.0086,"2,379","1,699",78981,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Puerto Rico,0.0004,0.0008,-0.0004,44,93,118083,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,NOV,2023-24,Republic of Palau,0,0,0,0,0,928,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,NOV,2023-24,South Dakota,0.0266,0.0217,0.0049,"1,309","1,069",49273,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Houston,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,NOV,2023-24,Tennessee,0.0115,0.0097,0.0018,"3,829","3,219",333492,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Texas,0.0094,0.0143,-0.0049,"15,626","23,847",1668393,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Utah,0.0311,0.0239,0.0072,"6,402","4,913",205956,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Virginia,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,NOV,2023-24,U.S. Virgin Islands ,0.0004,0.0002,0.0002,2,1,5553,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Vermont,0.1329,0.1068,0.0261,"3,303","2,655",24859,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Washington,0.0704,0.0609,0.0095,"26,572","23,004",377461,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Wisconsin,0.0471,0.0326,0.0145,"12,955","8,977",275092,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,West Virginia,0.0056,0.0043,0.0013,444,344,79949,5-8 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Wyoming,0.0112,0.0107,0.0005,330,315,29524,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Alaska,0.0005,0,0.0005,19,0,41226,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Alabama,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,JUL,2023-24,Arkansas,0.0002,0,0.0002,27,0,154434,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,American Samoa,0,0,0,0,0,3481,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Arizona,0.0008,0,0.0008,302,0,366688,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,New York City,0.0005,0,0.0005,195,0,385957,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,California,0.0009,0,0.0009,"1,770",0,1966287,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Chicago,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,JUL,2023-24,Colorado,0.0006,0,0.0006,178,0,274405,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Connecticut,0.0006,6.508e-06,0.0006,91,1,153657,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,District of Columbia,0.0011,0,0.0011,34,0,32005,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Delaware,0.0004,0,0.0004,20,0,45161,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Florida,0.0004,0,0.0004,383,0,941363,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Federated States of Micronesia,0,0,0,0,0,7726,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Georgia,0.0002,0,0.0002,132,0,547437,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Guam,0,0,0,0,0,12460,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,JUL,2023-24,Iowa,0.0003,0,0.0003,51,0,161075,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Idaho,0.0004,0.0008,-0.0004,40,75,99629,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Illinois,0.0006,4.9345e-06,0.0006,339,3,607964,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Indiana,0.0006,2.8789e-06,0.0006,196,1,347351,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Kansas,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,JUL,2023-24,Kentucky,0.0004,0,0.0004,92,0,222571,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Louisiana,0.0002,4.1314e-06,0.0002,39,1,242051,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,JUL,2023-24,Maine,0.0011,0,0.0011,61,0,53773,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Marshall Islands,0.0039,0,0.0039,26,0,6738,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Michigan,0,0,0,0,0,467559,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Minnesota,0.0007,0,0.0007,197,0,291284,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Missouri,0.0002,0,0.0002,62,0,302877,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,N. Mariana Islands,0,0,0,0,0,3019,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Mississippi,0,0,0,6,0,149649,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Montana,0.0001,0,0.0001,7,0,51927,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,North Carolina,0,0,0,0,0,504671,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,North Dakota,0,0,0,0,0,42112,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,JUL,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,JUL,2023-24,New Jersey,0.0002,0.0008,-0.0006,84,327,423451,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,New Mexico,0.0013,9.5872e-06,0.0013,132,1,104306,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Nevada,0.0002,6.4428e-06,0.0001,24,1,155213,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,New York,0.0002,0,0.0002,114,0,503705,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Ohio,0,0,0,0,0,569627,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Oklahoma,0.0003,0,0.0003,54,0,215130,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Oregon,0.0008,0.0024,-0.0016,155,456,192782,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Pennsylvania,0.0004,0,0.0004,179,0,500397,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Philadelphia,0.0008,0,0.0008,62,0,78981,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Puerto Rico,0.0001,0,0.0001,6,0,118083,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,JUL,2023-24,Republic of Palau,0,0,0,0,0,928,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,JUL,2023-24,South Dakota,0.0001,0,0.0001,3,0,49273,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Houston,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,JUL,2023-24,Tennessee,0.0002,2.9986e-06,0.0002,73,1,333492,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Texas,0.0003,0.0029,-0.0025,570,"4,774",1668393,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Utah,0.0003,0,0.0003,61,0,205956,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Virginia,,,,Not Submitted,Not Submitted,,5-8 years,Not Available,Child
2024-25,JUL,2023-24,U.S. Virgin Islands ,0,0,0,0,0,5553,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Vermont,0.0006,0,0.0006,15,0,24859,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Washington,0.0012,0,0.0012,470,4,377461,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Wisconsin,0.0005,0,0.0005,151,0,275092,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,West Virginia,0,0,0,2,0,79949,5-8 years,Within 5 percentage points,Child
2024-25,JUL,2023-24,Wyoming,0,0,0,1,0,29524,5-8 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Alaska,0.0207,0.0137,0.007,834,551,40264,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Alabama,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,Arkansas,0.006,0.0037,0.0023,942,582,157739,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,American Samoa,0,0,0,0,0,3546,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Arizona,0.0192,0.0087,0.0105,"7,208","3,263",375524,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,New York City,0.0192,0.0126,0.0065,"6,917","4,560",360714,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,California,0.0286,0.0167,0.012,"57,030","33,163",1991746,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Chicago,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,Colorado,0.0476,0.0276,0.02,"13,577","7,869",285438,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Connecticut,0.0234,0.0163,0.0072,"3,832","2,662",163419,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,District of Columbia,0.0804,0.0465,0.0339,"2,119","1,226",26358,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Delaware,0.0156,0.0117,0.0039,725,542,46331,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Florida,0.0051,0.004,0.001,"4,827","3,843",955019,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Federated States of Micronesia,0.0015,0,0.0015,12,0,7989,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Georgia,0.008,0.0061,0.0019,"4,535","3,465",569907,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Guam,0.0025,0,0.0025,30,0,11986,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Hawaii,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,Iowa,0.023,0.0136,0.0093,"3,755","2,229",163445,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Idaho,0.0109,0.0085,0.0024,"1,139",887,104275,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Illinois,0.026,0.0183,0.0078,"16,311","11,455",626171,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Indiana,0.0163,0.0096,0.0067,"5,753","3,389",351878,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Kansas,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,Kentucky,0.0114,0.0075,0.0039,"2,552","1,672",223108,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Louisiana,0.0034,0.0016,0.0018,833,394,241497,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Massachusetts,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,Maine,0.0378,0.0233,0.0145,"2,113","1,301",55949,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Marshall Islands,0.0084,0.0006,0.0078,57,4,6780,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Michigan,0.0233,0.0172,0.0061,"11,064","8,169",475421,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Minnesota,0.0555,0.036,0.0196,"16,253","10,527",292636,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Missouri,0.0172,0.0113,0.006,"5,302","3,466",307961,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,N. Mariana Islands,0.0028,0,0.0028,11,0,3916,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Mississippi,0.0022,0.0014,0.0008,351,219,157912,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Montana,0.0239,0.0127,0.0113,"1,252",662,52303,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,North Carolina,0.0181,0.0125,0.0056,"9,500","6,564",523493,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,North Dakota,0.026,0.0149,0.0111,"1,028",590,39611,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Nebraska,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,New Hampshire,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,New Jersey,0.0154,0.0154,0,"6,677","6,677",434609,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,New Mexico,0.0258,0.0143,0.0115,"2,835","1,570",109896,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Nevada,0.0092,0.0076,0.0016,"1,467","1,219",159658,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,New York,0.0179,0.0121,0.0059,"9,242","6,212",514913,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Ohio,0.0167,0.0119,0.0048,"9,547","6,794",572469,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Oklahoma,0.0056,0.0048,0.0008,"1,204","1,029",216150,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Oregon,0.0472,0.0304,0.0168,"9,366","6,032",198245,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Pennsylvania,0.0211,0.0146,0.0066,"10,897","7,509",515686,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Philadelphia,0.0183,0.0072,0.0111,"1,344",527,73520,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Puerto Rico,0.0006,0.0004,0.0002,86,54,136345,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Rhode Island,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,Republic of Palau,0,0,0,0,0,1099,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,South Carolina,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,South Dakota,0.0212,0.0122,0.009,"1,037",595,48907,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Houston,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,Tennessee,0.0094,0.0061,0.0034,"3,200","2,059",339143,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Texas,0.0082,0.0059,0.0023,"13,772","9,937",1687066,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Utah,0.0246,0.0146,0.01,"5,240","3,118",213250,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Virginia,,,,Not Submitted,Not Submitted,,9-12 years,Not Available,Child
2024-25,OCT,2023-24,U.S. Virgin Islands ,0.0005,0,0.0005,3,0,6226,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Vermont,0.0887,0.0427,0.046,"2,272","1,093",25620,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Washington,0.0519,0.0342,0.0176,"19,593","12,927",377798,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Wisconsin,0.0318,0.0132,0.0186,"9,114","3,792",286356,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,West Virginia,0.0047,0.0027,0.002,377,218,80919,9-12 years,Within 5 percentage points,Child
2024-25,OCT,2023-24,Wyoming,0.0097,0.0063,0.0034,303,197,31095,9-12 years,Within 5 percentage points,Child
2024-25,AUG,2023-24,Alaska,0.0039,0,0.0039,522,0,133827,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Alabama,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,AUG,2023-24,Arkansas,0.0006,8.8566e-06,0.0006,362,5,564552,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,American Samoa,0.0001,0,0.0001,1,0,7639,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Arizona,0.0042,7.5671e-07,0.0042,"5,550",1,1321503,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,New York City,0.0035,0,0.0035,"5,272",0,1498072,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,California,0.0043,1.108e-06,0.0043,"30,958",8,7220373,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Chicago,,,,Not Submitted,Not Submitted,,50-64 years,Not Available,Adult
2024-25,AUG,2023-24,Colorado,0.0056,2.848e-06,0.0056,"5,887",3,1053369,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Connecticut,0.0024,1.3188e-06,0.0024,"1,839",1,758237,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,District of Columbia,0.0077,0,0.0077,807,0,105409,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Delaware,0.0026,4.9677e-06,0.0026,515,1,201301,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Florida,0.0046,0,0.0046,"19,902",0,4311636,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Federated States of Micronesia,0.0027,0,0.0027,33,0,12246,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Georgia,0.0048,9.9233e-07,0.0048,"9,758",2,2015461,50-64 years,Within 5 percentage points,Adult
2024-25,AUG,2023-24,Guam,0.0004,0,0.0004,11,0,27742,50-64 years,Within 5 percentage points,Adult
