current_season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child or adult
2023-24,MAR,21261,164468,South Dakota,0.1293,50-64 years,"2023-24, South Dakota: 50-64 years",Adult
2023-24,MAR,21416,242032,Maine,0.0885,6 months to 17 years,"2023-24, Maine: 6 months to 17 years",Child
2023-24,MAR,21424,467559,Michigan,0.0458,5-8 years,"2023-24, Michigan: 5-8 years",Child
2023-24,MAR,21485,500397,Pennsylvania,0.0429,5-8 years,"2023-24, Pennsylvania (excluding Philadelphia County): 5-8 years",Child
2023-24,MAR,21503,212202,Minnesota,0.1013,2-4 years,"2023-24, Minnesota: 2-4 years",Child
2023-24,MAR,21967,562524,New Jersey,0.0391,13-17 years,"2023-24, New Jersey: 13-17 years",Child
2023-24,MAR,22431,975661.5,Kentucky,0.023,6 months to 17 years,"2023-24, Kentucky: 6 months to 17 years",Child
2023-24,MAR,22564,430356,Montana,0.0524,18-49 years,"2023-24, Montana: 18-49 years",Adult
2023-24,MAR,22904,475421,Michigan,0.0482,9-12 years,"2023-24, Michigan: 9-12 years",Child
2023-24,MAR,23467,383258,Delaware,0.0612,18-49 years,"2023-24, Delaware: 18-49 years",Adult
2023-24,MAR,23686,640160,Puerto Rico,0.037,50-64 years,"2023-24, Puerto Rico: 50-64 years",Adult
2023-24,MAR,23778,515686,Pennsylvania,0.0461,9-12 years,"2023-24, Pennsylvania (excluding Philadelphia County): 9-12 years",Child
2023-24,MAR,24269,446316,Illinois,0.0544,2-4 years,"2023-24, Illinois: 2-4 years",Child
2023-24,MAR,24311,207146,Montana,0.1174,50-64 years,"2023-24, Montana: 50-64 years",Adult
2023-24,MAR,24355,103776,Wyoming,0.2347,65+ years,"2023-24, Wyoming: 65+ years",Adult
2023-24,MAR,24404,89833,District of Columbia,0.2717,65+ years,"2023-24, District of Columbia: 65+ years",Adult
2023-24,MAR,24621,479456,Arizona,0.0514,13-17 years,"2023-24, Arizona: 13-17 years",Child
2023-24,MAR,24697,1209974,Texas,0.0204,2-4 years,"2023-24, Texas: 2-4 years",Child
2023-24,MAR,25110,461203,New Mexico,0.0544,6 months to 17 years,"2023-24, New Mexico: 6 months to 17 years",Child
2023-24,MAR,25261,370797,Wisconsin,0.0681,13-17 years,"2023-24, Wisconsin: 13-17 years",Child
2023-24,MAR,25517,248705,Oregon,0.1026,13-17 years,"2023-24, Oregon: 13-17 years",Child
2023-24,MAR,25569,276460,Washington,0.0925,2-4 years,"2023-24, Washington: 2-4 years",Child
2023-24,MAR,25661,561642,Mississippi,0.0457,50-64 years,"2023-24, Mississippi: 50-64 years",Adult
2023-24,MAR,27029,1473455.5,Tennessee,0.0183,6 months to 17 years,"2023-24, Tennessee: 6 months to 17 years",Child
2023-24,MAR,27188,364081,West Virginia,0.0747,50-64 years,"2023-24, West Virginia: 50-64 years",Adult
2023-24,MAR,28834,95876,Alaska,0.3007,65+ years,"2023-24, Alaska: 65+ years",Adult
2023-24,MAR,29607,291284,Minnesota,0.1016,5-8 years,"2023-24, Minnesota: 5-8 years",Child
2023-24,MAR,29612,678480,New York State,0.0436,13-17 years,"2023-24, New York (excluding New York City): 13-17 years",Child
2023-24,MAR,29768,742187,Ohio,0.0401,13-17 years,"2023-24, Ohio: 13-17 years",Child
2023-24,MAR,30241,292636,Minnesota,0.1033,9-12 years,"2023-24, Minnesota: 9-12 years",Child
2023-24,MAR,30455,624694,Michigan,0.0488,13-17 years,"2023-24, Michigan: 13-17 years",Child
2023-24,MAR,31495,707072,Iowa,0.0445,6 months to 17 years,"2023-24, Iowa: 6 months to 17 years",Child
2023-24,MAR,31601,1926749,Louisiana,0.0164,18-49 years,"2023-24, Louisiana: 18-49 years",Adult
2023-24,MAR,33165,676599,Pennsylvania,0.049,13-17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 13-17 years",Child
2023-24,MAR,33414,1229950,Arkansas,0.0272,18-49 years,"2023-24, Arkansas: 18-49 years",Adult
2023-24,MAR,33437,607964,Illinois,0.055,5-8 years,"2023-24, Illinois: 5-8 years",Child
2023-24,MAR,34066,387986,District of Columbia,0.0878,18-49 years,"2023-24, District of Columbia: 18-49 years",Adult
2023-24,MAR,34216,201301,Delaware,0.17,50-64 years,"2023-24, Delaware: 50-64 years",Adult
2023-24,MAR,34351,575908,Hawaii,0.0596,18-49 years,"2023-24, Hawaii: 18-49 years",Adult
2023-24,MAR,34547,1997031,Alabama,0.0173,18-49 years,"2023-24, Alabama: 18-49 years",Adult
2023-24,MAR,34755,626171,Illinois,0.0555,9-12 years,"2023-24, Illinois: 9-12 years",Child
2023-24,MAR,34928,747775,Idaho,0.0467,18-49 years,"2023-24, Idaho: 18-49 years",Adult
2023-24,MAR,35116,377461,Washington,0.093,5-8 years,"2023-24, Washington: 5-8 years",Child
2023-24,MAR,35279,1668393,Texas,0.0211,5-8 years,"2023-24, Texas: 5-8 years",Child
2023-24,MAR,35656,133652,Vermont,0.2668,50-64 years,"2023-24, Vermont: 50-64 years",Adult
2023-24,MAR,35734,247935,Vermont,0.1441,18-49 years,"2023-24, Vermont: 18-49 years",Adult
2023-24,MAR,35738,270072,Philadelphia,0.1323,50-64 years,"2023-24, Philadelphia: 50-64 years",Adult
2023-24,MAR,36140,377798,Washington,0.0957,9-12 years,"2023-24, Washington: 9-12 years",Child
2023-24,MAR,37689,1687066,Texas,0.0223,9-12 years,"2023-24, Texas: 9-12 years",Child
2023-24,MAR,38406,701836,Connecticut,0.0547,6 months to 17 years,"2023-24, Connecticut: 6 months to 17 years",Child
2023-24,MAR,38616,371308,Minnesota,0.104,13-17 years,"2023-24, Minnesota: 13-17 years",Child
2023-24,MAR,38989,322101,Idaho,0.121,50-64 years,"2023-24, Idaho: 50-64 years",Adult
2023-24,MAR,39568,449237,Wyoming,0.0881,18+ years,"2023-24, Wyoming: 18+ years",Adult
2023-24,MAR,39741,905560.5,Utah,0.0439,6 months to 17 years,"2023-24, Utah: 6 months to 17 years",Child
2023-24,MAR,41524,579166.5,Wyoming,0.0717,Overall,"2023-24, Wyoming: Overall",All
2023-24,MAR,42888,1335604.5,Missouri,0.0321,6 months to 17 years,"2023-24, Missouri: 6 months to 17 years",Child
2023-24,MAR,43738,123141,North Dakota,0.3552,65+ years,"2023-24, North Dakota: 65+ years",Adult
2023-24,MAR,43970,260200,Hawaii,0.169,50-64 years,"2023-24, Hawaii: 50-64 years",Adult
2023-24,MAR,43985,2437453.5,Georgia,0.018,6 months to 17 years,"2023-24, Georgia: 6 months to 17 years",Child
2023-24,MAR,44816,1526214,Indiana,0.0294,6 months to 17 years,"2023-24, Indiana: 6 months to 17 years",Child
2023-24,MAR,45556,460572,Washington,0.0989,13-17 years,"2023-24, Washington: 13-17 years",Child
2023-24,MAR,46037,873539,Louisiana,0.0527,50-64 years,"2023-24, Louisiana: 50-64 years",Adult
2023-24,MAR,47145,816314,Illinois,0.0578,13-17 years,"2023-24, Illinois: 13-17 years",Child
2023-24,MAR,47273,564552,Arkansas,0.0837,50-64 years,"2023-24, Arkansas: 50-64 years",Adult
2023-24,MAR,47486,1661189,Oklahoma,0.0286,18-49 years,"2023-24, Oklahoma: 18-49 years",Adult
2023-24,MAR,48287,4140953,Florida,0.0117,6 months to 17 years,"2023-24, Florida: 6 months to 17 years",Child
2023-24,MAR,48736,507668,Maine,0.096,18-49 years,"2023-24, Maine: 18-49 years",Adult
2023-24,MAR,52572,697429,Puerto Rico,0.0754,65+ years,"2023-24, Puerto Rico: 65+ years",Adult
2023-24,MAR,54817,672299,California,0.0815,6-23 months,"2023-24, California: 6-23 months",Child
2023-24,MAR,54987,1334197,Nevada,0.0412,18-49 years,"2023-24, Nevada: 18-49 years",Adult
2023-24,MAR,57405,962974,Alabama,0.0596,50-64 years,"2023-24, Alabama: 50-64 years",Adult
2023-24,MAR,57563,1605718.5,Arizona,0.0358,6 months to 17 years,"2023-24, Arizona: 6 months to 17 years",Child
2023-24,MAR,57571,157177,South Dakota,0.3663,65+ years,"2023-24, South Dakota: 65+ years",Adult
2023-24,MAR,57994,300529,Maine,0.193,50-64 years,"2023-24, Maine: 50-64 years",Adult
2023-24,MAR,60216,552427,Alaska,0.109,18+ years,"2023-24, Alaska: 18+ years",Adult
2023-24,MAR,61002,712915,Oklahoma,0.0856,50-64 years,"2023-24, Oklahoma: 50-64 years",Adult
2023-24,MAR,61645,1884782,New Jersey,0.0327,6 months to 17 years,"2023-24, New Jersey: 6 months to 17 years",Child
2023-24,MAR,64052,2110766,Texas,0.0303,13-17 years,"2023-24, Texas: 13-17 years",Child
2023-24,MAR,64057,226967,Philadelphia,0.2822,65+ years,"2023-24, Philadelphia: 65+ years",Adult
2023-24,MAR,65829,857079,New Mexico,0.0768,18-49 years,"2023-24, New Mexico: 18-49 years",Adult
2023-24,MAR,66187,1640786,New York City,0.0403,6 months to 17 years,"2023-24, New York City: 6 months to 17 years",Child
2023-24,MAR,66626,587166,Nevada,0.1135,50-64 years,"2023-24, Nevada: 50-64 years",Adult
2023-24,MAR,66736,742696,Philadelphia,0.0899,18-49 years,"2023-24, Philadelphia: 18-49 years",Adult
2023-24,MAR,67285,726305,Alaska,0.0926,Overall,"2023-24, Alaska: Overall",All
2023-24,MAR,67718,128594,Vermont,0.5266,65+ years,"2023-24, Vermont: 65+ years",Adult
2023-24,MAR,68845,499955,Mississippi,0.1377,65+ years,"2023-24, Mississippi: 65+ years",Adult
2023-24,MAR,69682,213392,Montana,0.3265,65+ years,"2023-24, Montana: 65+ years",Adult
2023-24,MAR,73408,386838,New Mexico,0.1898,50-64 years,"2023-24, New Mexico: 50-64 years",Adult
2023-24,MAR,74202,583228,District of Columbia,0.1272,18+ years,"2023-24, District of Columbia: 18+ years",Adult
2023-24,MAR,74428,1414649,California,0.0526,2-4 years,"2023-24, California: 2-4 years",Child
2023-24,MAR,75709,1829101,Kentucky,0.0414,18-49 years,"2023-24, Kentucky: 18-49 years",Adult
2023-24,MAR,76954,583680,North Dakota,0.1318,18+ years,"2023-24, North Dakota: 18+ years",Adult
2023-24,MAR,77286,460217,Utah,0.1679,50-64 years,"2023-24, Utah: 50-64 years",Adult
2023-24,MAR,77966,373569,West Virginia,0.2087,65+ years,"2023-24, West Virginia: 65+ years",Adult
2023-24,MAR,78729,1227144.5,Wisconsin,0.0642,6 months to 17 years,"2023-24, Wisconsin: 6 months to 17 years",Child
2023-24,MAR,83331,1278429,Iowa,0.0652,18-49 years,"2023-24, Iowa: 18-49 years",Adult
2023-24,MAR,83465,197594,Delaware,0.4224,65+ years,"2023-24, Delaware: 65+ years",Adult
2023-24,MAR,84599,760079.5,North Dakota,0.1113,Overall,"2023-24, North Dakota: Overall",All
2023-24,MAR,85302,2237082,New York State,0.0381,6 months to 17 years,"2023-24, New York (excluding New York City): 6 months to 17 years",Child
2023-24,MAR,86951,839769,Oregon,0.1035,6 months to 17 years,"2023-24, Oregon: 6 months to 17 years",Child
2023-24,MAR,89298,2624172,Puerto Rico,0.034,18+ years,"2023-24, Puerto Rico: 18+ years",Adult
2023-24,MAR,90019,2502483,Ohio,0.036,6 months to 17 years,"2023-24, Ohio: 6 months to 17 years",Child
2023-24,MAR,90685,3177862.5,Puerto Rico,0.0285,Overall,"2023-24, Puerto Rico: Overall",All
2023-24,MAR,90717,708203.5,District of Columbia,0.1281,Overall,"2023-24, District of Columbia: Overall",All
2023-24,MAR,91746,875398,Kentucky,0.1048,50-64 years,"2023-24, Kentucky: 50-64 years",Adult
2023-24,MAR,94831,2857609,Tennessee,0.0332,18-49 years,"2023-24, Tennessee: 18-49 years",Adult
2023-24,MAR,94981,275080,Hawaii,0.3453,65+ years,"2023-24, Hawaii: 65+ years",Adult
2023-24,MAR,95018,593437,Iowa,0.1601,50-64 years,"2023-24, Iowa: 50-64 years",Adult
2023-24,MAR,96594,674238,South Dakota,0.1433,18+ years,"2023-24, South Dakota: 18+ years",Adult
2023-24,MAR,97418,305994,Idaho,0.3184,65+ years,"2023-24, Idaho: 65+ years",Adult
2023-24,MAR,100013,2072888.5,Michigan,0.0482,6 months to 17 years,"2023-24, Michigan: 6 months to 17 years",Child
2023-24,MAR,103284,2225691,Pennsylvania,0.0464,6 months to 17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 6 months to 17 years",Child
2023-24,MAR,104389,886812,South Dakota,0.1177,Overall,"2023-24, South Dakota: Overall",All
2023-24,MAR,105163,1966287,California,0.0535,5-8 years,"2023-24, California: 5-8 years",Child
2023-24,MAR,108180,1478793,Utah,0.0732,18-49 years,"2023-24, Utah: 18-49 years",Adult
2023-24,MAR,108313,2273653,Mississippi,0.0476,18+ years,"2023-24, Mississippi: 18+ years",Adult
2023-24,MAR,111575,2949076.5,Mississippi,0.0378,Overall,"2023-24, Mississippi: Overall",All
2023-24,MAR,115684,1335281,Tennessee,0.0866,50-64 years,"2023-24, Tennessee: 50-64 years",Adult
2023-24,MAR,116398,763750,Louisiana,0.1524,65+ years,"2023-24, Louisiana: 65+ years",Adult
2023-24,MAR,116557,850894,Montana,0.137,18+ years,"2023-24, Montana: 18+ years",Adult
2023-24,MAR,118755,1991746,California,0.0596,9-12 years,"2023-24, California: 9-12 years",Child
2023-24,MAR,119755,1433821,Connecticut,0.0835,18-49 years,"2023-24, Connecticut: 18-49 years",Adult
2023-24,MAR,120951,3079500,Arizona,0.0393,18-49 years,"2023-24, Arizona: 18-49 years",Adult
2023-24,MAR,123780,1428520,West Virginia,0.0866,18+ years,"2023-24, West Virginia: 18+ years",Adult
2023-24,MAR,123954,2794631,Indiana,0.0444,18-49 years,"2023-24, Indiana: 18-49 years",Adult
2023-24,MAR,124502,1074894.5,Montana,0.1158,Overall,"2023-24, Montana: Overall",All
2023-24,MAR,126861,536306,Arkansas,0.2365,65+ years,"2023-24, Arkansas: 65+ years",Adult
2023-24,MAR,127243,1776063.5,West Virginia,0.0716,Overall,"2023-24, West Virginia: Overall",All
2023-24,MAR,129623,2499695,Missouri,0.0519,18-49 years,"2023-24, Missouri: 18-49 years",Adult
2023-24,MAR,134073,1268024,Minnesota,0.1057,6 months to 17 years,"2023-24, Minnesota: 6 months to 17 years",Child
2023-24,MAR,135574,1321503,Arizona,0.1026,50-64 years,"2023-24, Arizona: 50-64 years",Adult
2023-24,MAR,137353,758237,Connecticut,0.1811,50-64 years,"2023-24, Connecticut: 50-64 years",Adult
2023-24,MAR,138608,293776,Maine,0.4718,65+ years,"2023-24, Maine: 65+ years",Adult
2023-24,MAR,139108,510181,Vermont,0.2727,18+ years,"2023-24, Vermont: 18+ years",Adult
2023-24,MAR,141148,782153,Delaware,0.1805,18+ years,"2023-24, Delaware: 18+ years",Adult
2023-24,MAR,142075,519316,Nevada,0.2736,65+ years,"2023-24, Nevada: 65+ years",Adult
2023-24,MAR,143865,874244,Alabama,0.1646,65+ years,"2023-24, Alabama: 65+ years",Adult
2023-24,MAR,145603,1278598,Indiana,0.1139,50-64 years,"2023-24, Indiana: 50-64 years",Adult
2023-24,MAR,145983,1190710,Missouri,0.1226,50-64 years,"2023-24, Missouri: 50-64 years",Adult
2023-24,MAR,146461,381593,Utah,0.3838,65+ years,"2023-24, Utah: 65+ years",Adult
2023-24,MAR,148857,981560.5,Delaware,0.1517,Overall,"2023-24, Delaware: Overall",All
2023-24,MAR,151625,389911,New Mexico,0.3889,65+ years,"2023-24, New Mexico: 65+ years",Adult
2023-24,MAR,155323,1498072,New York City,0.1037,50-64 years,"2023-24, New York City: 50-64 years",Adult
2023-24,MAR,155555,2707942,Illinois,0.0574,6 months to 17 years,"2023-24, Illinois: 6 months to 17 years",Child
2023-24,MAR,156939,653159,Oklahoma,0.2403,65+ years,"2023-24, Oklahoma: 65+ years",Adult
2023-24,MAR,157477,620682,Vermont,0.2537,Overall,"2023-24, Vermont: Overall",All
2023-24,MAR,158744,4619939,Georgia,0.0344,18-49 years,"2023-24, Georgia: 18-49 years",Adult
2023-24,MAR,159943,1622553.5,Washington,0.0986,6 months to 17 years,"2023-24, Washington: 6 months to 17 years",Child
2023-24,MAR,166531,1239735,Philadelphia,0.1343,18+ years,"2023-24, Philadelphia: 18+ years",Adult
2023-24,MAR,166617,2522821,California,0.066,13-17 years,"2023-24, California: 13-17 years",Child
2023-24,MAR,170730,784957,Oregon,0.2175,50-64 years,"2023-24, Oregon: 50-64 years",Adult
2023-24,MAR,171335,1375870,Idaho,0.1245,18+ years,"2023-24, Idaho: 18+ years",Adult
2023-24,MAR,173302,1111188,Hawaii,0.156,18+ years,"2023-24, Hawaii: 18+ years",Adult
2023-24,MAR,179762,7246622.5,Texas,0.0248,6 months to 17 years,"2023-24, Texas: 6 months to 17 years",Child
2023-24,MAR,180929,2015461,Georgia,0.0898,50-64 years,"2023-24, Georgia: 50-64 years",Adult
2023-24,MAR,181500,1816139.5,Idaho,0.0999,Overall,"2023-24, Idaho: Overall",All
2023-24,MAR,184286,1398884,Hawaii,0.1317,Overall,"2023-24, Hawaii: Overall",All
2023-24,MAR,185003,1568273.5,Philadelphia,0.118,Overall,"2023-24, Philadelphia: Overall",All
2023-24,MAR,194036,3564038,Louisiana,0.0544,18+ years,"2023-24, Louisiana: 18+ years",Adult
2023-24,MAR,201121,4616751,Louisiana,0.0436,Overall,"2023-24, Louisiana: Overall",All
2023-24,MAR,207548,2330808,Arkansas,0.089,18+ years,"2023-24, Arkansas: 18+ years",Adult
2023-24,MAR,209979,770835,Kentucky,0.2724,65+ years,"2023-24, Kentucky: 65+ years",Adult
2023-24,MAR,212498,3608589,New Jersey,0.0589,18-49 years,"2023-24, New Jersey: 18-49 years",Adult
2023-24,MAR,213990,2341888,Wisconsin,0.0914,18-49 years,"2023-24, Wisconsin: 18-49 years",Adult
2023-24,MAR,214515,1184308,Wisconsin,0.1811,50-64 years,"2023-24, Wisconsin: 50-64 years",Adult
2023-24,MAR,216132,3012504.5,Arkansas,0.0717,Overall,"2023-24, Arkansas: Overall",All
2023-24,MAR,219459,1829219,New Jersey,0.12,50-64 years,"2023-24, New Jersey: 50-64 years",Adult
2023-24,MAR,225895,1806245,Oregon,0.1251,18-49 years,"2023-24, Oregon: 18-49 years",Adult
2023-24,MAR,235817,3834249,Alabama,0.0615,18+ years,"2023-24, Alabama: 18+ years",Adult
2023-24,MAR,242797,566136,Iowa,0.4289,65+ years,"2023-24, Iowa: 65+ years",Adult
2023-24,MAR,243326,4893409,Alabama,0.0497,Overall,"2023-24, Alabama: Overall",All
2023-24,MAR,243494,4391080,New York State,0.0555,18-49 years,"2023-24, New York (excluding New York City): 18-49 years",Adult
2023-24,MAR,243959,8532850,Florida,0.0286,18-49 years,"2023-24, Florida: 18-49 years",Adult
2023-24,MAR,245338,1101973,Maine,0.2226,18+ years,"2023-24, Maine: 18+ years",Adult
2023-24,MAR,260355,1308751,New York City,0.1989,65+ years,"2023-24, New York City: 65+ years",Adult
2023-24,MAR,260623,4712462,Ohio,0.0553,18-49 years,"2023-24, Ohio: 18-49 years",Adult
2023-24,MAR,260774,1091861,Minnesota,0.2388,50-64 years,"2023-24, Minnesota: 50-64 years",Adult
2023-24,MAR,261803,4006528,Michigan,0.0653,18-49 years,"2023-24, Michigan: 18-49 years",Adult
2023-24,MAR,263688,2440679,Nevada,0.108,18+ years,"2023-24, Nevada: 18+ years",Adult
2023-24,MAR,265427,3027263,Oklahoma,0.0877,18+ years,"2023-24, Oklahoma: 18+ years",Adult
2023-24,MAR,266754,1344005,Maine,0.1985,Overall,"2023-24, Maine: Overall",All
2023-24,MAR,269453,4366564,Pennsylvania,0.0617,18-49 years,"2023-24, Pennsylvania (excluding Philadelphia County): 18-49 years",Adult
2023-24,MAR,272026,1180543,Tennessee,0.2304,65+ years,"2023-24, Tennessee: 65+ years",Adult
2023-24,MAR,272812,3752487,New York City,0.0727,18-49 years,"2023-24, New York City: 18-49 years",Adult
2023-24,MAR,275172,3120407,Nevada,0.0882,Overall,"2023-24, Nevada: Overall",All
2023-24,MAR,278295,3956445.5,Oklahoma,0.0703,Overall,"2023-24, Oklahoma: Overall",All
2023-24,MAR,280686,645996,Connecticut,0.4345,65+ years,"2023-24, Connecticut: 65+ years",Adult
2023-24,MAR,283055,2020773,Michigan,0.1401,50-64 years,"2023-24, Michigan: 50-64 years",Adult
2023-24,MAR,290862,1633828,New Mexico,0.178,18+ years,"2023-24, New Mexico: 18+ years",Adult
2023-24,MAR,294818,2314476,Ohio,0.1274,50-64 years,"2023-24, Ohio: 50-64 years",Adult
2023-24,MAR,295686,5025173,Texas,0.0588,50-64 years,"2023-24, Texas: 50-64 years",Adult
2023-24,MAR,307040,13026771,Texas,0.0236,18-49 years,"2023-24, Texas: 18-49 years",Adult
2023-24,MAR,307339,2337214,New York State,0.1315,50-64 years,"2023-24, New York (excluding New York City): 50-64 years",Adult
2023-24,MAR,309407,2335478,Pennsylvania,0.1325,50-64 years,"2023-24, Pennsylvania (excluding Philadelphia County): 50-64 years",Adult
2023-24,MAR,310381,1415568,Washington,0.2193,50-64 years,"2023-24, Washington: 50-64 years",Adult
2023-24,MAR,311704,2315421,Minnesota,0.1346,18-49 years,"2023-24, Minnesota: 18-49 years",Adult
2023-24,MAR,315972,2095031,New Mexico,0.1508,Overall,"2023-24, New Mexico: Overall",All
2023-24,MAR,331910,2320603,Utah,0.143,18+ years,"2023-24, Utah: 18+ years",Adult
2023-24,MAR,336111,1373975,Arizona,0.2446,65+ years,"2023-24, Arizona: 65+ years",Adult
2023-24,MAR,343059,4311636,Florida,0.0796,50-64 years,"2023-24, Florida: 50-64 years",Adult
2023-24,MAR,347750,1574667,Georgia,0.2208,65+ years,"2023-24, Georgia: 65+ years",Adult
2023-24,MAR,351605,1089714,Missouri,0.3227,65+ years,"2023-24, Missouri: 65+ years",Adult
2023-24,MAR,353278,1115285,Indiana,0.3168,65+ years,"2023-24, Indiana: 65+ years",Adult
2023-24,MAR,371653,3226163.5,Utah,0.1152,Overall,"2023-24, Utah: Overall",All
2023-24,MAR,377434,3475334,Kentucky,0.1086,18+ years,"2023-24, Kentucky: 18+ years",Adult
2023-24,MAR,385603,789527,Oregon,0.4884,65+ years,"2023-24, Oregon: 65+ years",Adult
2023-24,MAR,396442,2427133,Illinois,0.1633,50-64 years,"2023-24, Illinois: 50-64 years",Adult
2023-24,MAR,399865,4450995.5,Kentucky,0.0898,Overall,"2023-24, Kentucky: Overall",All
2023-24,MAR,416455,3364376,Washington,0.1238,18-49 years,"2023-24, Washington: 18-49 years",Adult
2023-24,MAR,421147,2438002,Iowa,0.1727,18+ years,"2023-24, Iowa: 18+ years",Adult
2023-24,MAR,432927,1510028,New Jersey,0.2867,65+ years,"2023-24, New Jersey: 65+ years",Adult
2023-24,MAR,441858,5293195,Illinois,0.0835,18-49 years,"2023-24, Illinois: 18-49 years",Adult
2023-24,MAR,452641,3145074,Iowa,0.1439,Overall,"2023-24, Iowa: Overall",All
2023-24,MAR,482541,6846888.5,Tennessee,0.0705,Overall,"2023-24, Tennessee: Overall",All
2023-24,MAR,489361,1047935,Wisconsin,0.467,65+ years,"2023-24, Wisconsin: 65+ years",Adult
2023-24,MAR,498160,948841,Minnesota,0.525,65+ years,"2023-24, Minnesota: 65+ years",Adult
2023-24,MAR,509570,5373433,Tennessee,0.0948,18+ years,"2023-24, Tennessee: 18+ years",Adult
2023-24,MAR,519780,8567802,California,0.0607,6 months to 17 years,"2023-24, California: 6 months to 17 years",Child
2023-24,MAR,537794,2838054,Connecticut,0.1895,18+ years,"2023-24, Connecticut: 18+ years",Adult
2023-24,MAR,569332,3873683,Texas,0.147,65+ years,"2023-24, Texas: 65+ years",Adult
