Vaccine,Geographic Level,Geographic Name,Demographic_Level,Demographic Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,Substate,Pennsylvania-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,11.6554,1.588,2930,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,35.7495,16.043,66,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,20.2252,11.061,66,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,33.7816,15.9744,66,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,10.2437,1.8737,2312,0
COVID,Substate,Texas-Bexar County,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,10.2437,1.8737,2312,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,48.164,14.7024,86,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,8.5341,5.6641,86,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,31.2919,14.8101,86,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,12.01,2.1761,2210,0
COVID,Substate,Texas-City of Houston,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,12.01,2.1761,2210,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,51.8944,11.977,118,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,9.3494,6.1131,118,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,29.6239,10.5749,118,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,9.1323,1.5285,3614,0
COVID,Substate,Texas-Rest of State,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,9.1323,1.5285,3614,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,44.9863,3.945,1316,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,9.4016,2.5184,1316,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,28.9125,3.628,1316,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,16.6996,0.7071,36852,0
COVID,National,National,Age,12-17 years,Up-to-date,Yes,March Week 1,2024-03-02,16.6996,0.7071,36852,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,48.4858,3.7796,1524,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,8.2486,2.1944,1524,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,28.669,3.4996,1524,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,14.5966,0.6109,47320,0
COVID,National,National,Age,5-11 years,Up-to-date,Yes,March Week 1,2024-03-02,14.5966,0.6109,47320,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,46.7211,2.7946,2840,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,8.7602,1.6775,2840,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,28.7979,2.5301,2840,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,15.7207,0.4805,84172,0
COVID,National,National,Age,5-17 years,Up-to-date,Yes,March Week 1,2024-03-02,15.7207,0.4805,84172,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,44.9957,5.0993,1295,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,15.9962,3.736,1295,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,33.1275,4.5572,1295,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,5.8806,0.456,38929,0
COVID,National,National,Age,6 months-4 years,Up-to-date,Yes,March Week 1,2024-03-02,5.8806,0.456,38929,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,45.6452,9.041,405,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,15.2821,5.4644,405,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,34.3847,8.3868,405,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,4.6881,0.7796,12727,0
COVID,National,National,Age,6-23 months,Up-to-date,Yes,March Week 1,2024-03-02,4.6881,0.7796,12727,0
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,41.5157,3.4924,2025,0
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,13.6365,2.5599,2025,0
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,25.8589,3.1202,2025,0
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,18.9888,0.645,60450,0
COVID,National,National,Mother's Education,>= College degree,Up-to-date,Yes,March Week 1,2024-03-02,18.9888,0.645,60450,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,51.9394,5.6523,727,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,6.7441,3.1724,727,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,33.821,5.2439,727,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,7.4956,0.7138,21104,0
COVID,National,National,Mother's Education,High school or equivalent,Up-to-date,Yes,March Week 1,2024-03-02,7.4956,0.7138,21104,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,29.9852,8.3288,281,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,8.4117,4.5756,281,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,48.6888,9.671,281,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,12.9144,1.5309,8365,0
COVID,National,National,Mother's Education,Less than high school,Up-to-date,Yes,March Week 1,2024-03-02,12.9144,1.5309,8365,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,57.3528,5.1306,865,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,7.8621,2.5979,865,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,27.2149,4.453,865,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,7.5703,0.6342,27011,0
COVID,National,National,Mother's Education,Some college,Up-to-date,Yes,March Week 1,2024-03-02,7.5703,0.6342,27011,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,46.3823,2.4673,4135,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,10.3297,1.5502,4135,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,29.7738,2.237,4135,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,13.5143,0.3895,123101,0
COVID,National,National,Overall,6 months-17 years,Up-to-date,Yes,March Week 1,2024-03-02,13.5143,0.3895,123101,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,52.0497,5.2309,891,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,5.9284,2.1428,891,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,33.1591,4.8035,891,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,8.8627,0.6851,27119,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,March Week 1,2024-03-02,8.8627,0.6851,27119,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,45.8954,3.4179,2125,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,13.7484,2.4807,2125,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,23.2509,2.8572,2125,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,17.1053,0.5936,62186,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,Yes,March Week 1,2024-03-02,17.1053,0.5936,62186,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,39.8713,6.5136,605,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,10.3665,4.2454,605,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,39.8713,6.2616,605,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,9.8908,0.9277,15572,0
COVID,National,National,Poverty Status,Below Poverty,Up-to-date,Yes,March Week 1,2024-03-02,9.8908,0.9277,15572,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,46.2867,6.9683,514,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,3.4325,1.8858,514,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,37.9655,7.0335,514,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,12.3154,1.0254,18224,0
COVID,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,Yes,March Week 1,2024-03-02,12.3154,1.0254,18224,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,45.7314,6.7131,416,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 2,2024-02-10,45.6109,3.5236,1913,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 2,2024-02-10,8.4903,2.0279,1913,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 2,2024-02-10,29.9136,3.454,1913,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Vaccinated,February Week 2,2024-02-10,15.9852,0.6893,36852,0
COVID,National,National,Age,12-17 years,Up-to-date,Yes,February Week 2,2024-02-10,15.9852,0.6893,36852,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 2,2024-02-10,43.8093,3.8108,1498,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 2,2024-02-10,10.0136,2.253,1498,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 2,2024-02-10,32.4398,3.4858,1498,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Vaccinated,February Week 2,2024-02-10,13.7374,0.584,47320,0
COVID,National,National,Age,5-11 years,Up-to-date,Yes,February Week 2,2024-02-10,13.7374,0.584,47320,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 2,2024-02-10,44.6769,2.7006,3411,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 2,2024-02-10,9.24,1.5742,3411,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 2,2024-02-10,31.1723,2.5335,3411,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Vaccinated,February Week 2,2024-02-10,14.9107,0.4594,84172,0
COVID,National,National,Age,5-17 years,Up-to-date,Yes,February Week 2,2024-02-10,14.9107,0.4594,84172,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 2,2024-02-10,46.2911,4.4119,1386,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 2,2024-02-10,14.5032,3.2865,1386,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 2,2024-02-10,33.6753,4.2445,1386,0
