vaccine,geographic_level,geographic_name,demographic_level,demographic_name,indicator_label,month_week,curr_week_ending,prev_week_ending,curr_season,prev_season,curr_est,past_est,curr_ci_halfwidth_95pct,past_ci_halfwidth_95pct,difference_estimate,significance,curr_ci_95,past_ci_95,diff_ci_95,difference_indicator,estimate,binrangetext,binrangeorder
COVID,State,Utah,Overall,6 months-17 years,Up-to-date,November Week 4,2024-11-23,2023-11-25,2024-2025,2023-2024,7.6,8.2,3.2044,2.0709,-0.6293,3.8153,4.4 to 10.8,6.2 to 10.3,-4.4 to 3.2,Similar to Last Season,0.0759,7.3 - 9.4,3
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,October Week 1,2024-10-05,2023-10-07,2024-2025,2023-2024,5.3,1.9,1.6098,0.5713,3.4054,1.7082,3.7 to 6.9,1.3 to 2.5,1.7 to 5.1,Higher than Last Season,0.0529,5.0 - 10.4,5
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,October Week 2,2024-10-12,2023-10-14,2024-2025,2023-2024,5.3,1.9,1.6096,0.5713,3.4149,1.708,3.7 to 6.9,1.3 to 2.5,1.7 to 5.1,Higher than Last Season,0.053,4.2 - 5.3,4
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,October Week 3,2024-10-19,2023-10-21,2024-2025,2023-2024,5.3,7.1,1.6095,6.2137,-1.7431,6.4188,3.7 to 6.9,0.8 to 13.3,-8.2 to 4.7,Similar to Last Season,0.0531,5.2 - 6.7,4
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,October Week 4,2024-10-26,2023-10-28,2024-2025,2023-2024,5.3,7.2,1.6095,6.2243,-1.9258,6.429,3.7 to 6.9,1.0 to 13.5,-8.4 to 4.5,Similar to Last Season,0.0531,4.0 - 5.6,3
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,November Week 1,2024-11-02,2023-11-04,2024-2025,2023-2024,11.7,7.7,2.4736,1.1724,4.0733,2.7374,9.3 to 14.2,6.5 to 8.8,1.3 to 6.8,Higher than Last Season,0.1174,10.8 - 26.5,5
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,November Week 2,2024-11-09,2023-11-11,2024-2025,2023-2024,11.7,8.6,2.4736,1.4423,3.1531,2.8634,9.3 to 14.2,7.1 to 10.0,0.3 to 6.0,Higher than Last Season,0.1174,11.5 - 26.7,5
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,November Week 3,2024-11-16,2023-11-18,2024-2025,2023-2024,11.7,8.6,2.4736,1.4423,3.1531,2.8634,9.3 to 14.2,7.1 to 10.0,0.3 to 6.0,Higher than Last Season,0.1174,11.6 - 28.2,5
COVID,State,Virginia,Overall,6 months-17 years,Up-to-date,November Week 4,2024-11-23,2023-11-25,2024-2025,2023-2024,11.7,8.6,2.4736,1.4423,3.1531,2.8634,9.3 to 14.2,7.1 to 10.0,0.3 to 6.0,Higher than Last Season,0.1174,9.5 - 11.9,4
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,October Week 1,2024-10-05,2023-10-07,2024-2025,2023-2024,9.3,1.7,3.5301,1.0101,7.5905,3.6718,5.8 to 12.8,0.7 to 2.7,3.9 to 11.3,Higher than Last Season,0.0932,5.0 - 10.4,5
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,October Week 2,2024-10-12,2023-10-14,2024-2025,2023-2024,10.5,1.7,3.9506,1.0101,8.7566,4.0777,6.5 to 14.4,0.7 to 2.7,4.7 to 12.8,Higher than Last Season,0.1048,5.4 - 10.5,5
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,October Week 3,2024-10-19,2023-10-21,2024-2025,2023-2024,10.5,3.1,3.9506,2.2962,7.3645,4.5694,6.5 to 14.4,0.8 to 5.4,2.8 to 11.9,Higher than Last Season,0.1048,6.8 - 13.2,5
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,October Week 4,2024-10-26,2023-10-28,2024-2025,2023-2024,13.9,3.9,7.7896,2.6042,9.948,8.2134,6.1 to 21.6,1.3 to 6.5,1.7 to 18.2,Higher than Last Season,0.1386,7.1 - 13.9,5
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,November Week 1,2024-11-02,2023-11-04,2024-2025,2023-2024,24.7,14,6.1539,3.2736,10.7696,6.9704,18.6 to 30.9,10.7 to 17.2,3.8 to 17.7,Higher than Last Season,0.2474,10.8 - 26.5,5
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,November Week 2,2024-11-09,2023-11-11,2024-2025,2023-2024,26.1,14,6.4685,3.2736,12.1397,7.2497,19.6 to 32.6,10.7 to 17.2,4.9 to 19.4,Higher than Last Season,0.2611,11.5 - 26.7,5
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,November Week 3,2024-11-16,2023-11-18,2024-2025,2023-2024,28.2,14,6.7048,3.2736,14.218,7.4613,21.5 to 34.9,10.7 to 17.2,6.8 to 21.7,Higher than Last Season,0.2819,11.6 - 28.2,5
COVID,State,Vermont,Overall,6 months-17 years,Up-to-date,November Week 4,2024-11-23,2023-11-25,2024-2025,2023-2024,28.2,14.7,6.7048,3.637,13.5051,7.6277,21.5 to 34.9,11.0 to 18.3,5.9 to 21.1,Higher than Last Season,0.2819,12.0 - 28.3,5
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,October Week 1,2024-10-05,2023-10-07,2024-2025,2023-2024,5,2.5,1.9749,0.87,2.5637,2.158,3.0 to 7.0,1.6 to 3.3,0.4 to 4.7,Higher than Last Season,0.0502,5.0 - 10.4,5
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,October Week 2,2024-10-12,2023-10-14,2024-2025,2023-2024,5,2.5,1.9749,0.87,2.5637,2.158,3.0 to 7.0,1.6 to 3.3,0.4 to 4.7,Higher than Last Season,0.0502,4.2 - 5.3,4
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,October Week 3,2024-10-19,2023-10-21,2024-2025,2023-2024,12.3,3,3.8943,1.2604,9.2518,4.0932,8.4 to 16.2,1.7 to 4.3,5.2 to 13.3,Higher than Last Season,0.1226,6.8 - 13.2,5
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,October Week 4,2024-10-26,2023-10-28,2024-2025,2023-2024,12.3,3,3.8943,1.2604,9.2518,4.0932,8.4 to 16.2,1.7 to 4.3,5.2 to 13.3,Higher than Last Season,0.1226,7.1 - 13.9,5
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,November Week 1,2024-11-02,2023-11-04,2024-2025,2023-2024,12.3,11.7,3.8943,2.3092,0.6071,4.5275,8.4 to 16.2,9.3 to 14.0,-3.9 to 5.1,Similar to Last Season,0.1226,10.8 - 26.5,5
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,November Week 2,2024-11-09,2023-11-11,2024-2025,2023-2024,12.8,15.8,4.0677,8.4146,-2.9253,9.3462,8.8 to 16.9,7.4 to 24.2,-12.3 to 6.4,Similar to Last Season,0.1284,11.5 - 26.7,5
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,November Week 3,2024-11-16,2023-11-18,2024-2025,2023-2024,13,15.9,4.0616,2.3549,-2.9146,4.6949,8.9 to 17.0,13.5 to 18.3,-7.6 to 1.8,Similar to Last Season,0.1299,11.6 - 28.2,5
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,November Week 4,2024-11-23,2023-11-25,2024-2025,2023-2024,13,15.9,4.0611,2.3549,-2.8533,4.6945,9.0 to 17.1,13.5 to 18.3,-7.5 to 1.8,Similar to Last Season,0.1305,12.0 - 28.3,5
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,October Week 1,2024-10-05,2023-10-07,2024-2025,2023-2024,3.4,2.6,2.051,1.5914,0.8409,2.596,1.4 to 5.5,1.0 to 4.2,-1.8 to 3.4,Similar to Last Season,0.0341,3.2 - 3.9,3
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,October Week 2,2024-10-12,2023-10-14,2024-2025,2023-2024,3.4,3.2,2.051,1.8844,0.2403,2.7852,1.4 to 5.5,1.3 to 5.1,-2.5 to 3.0,Similar to Last Season,0.0341,2.5 - 3.4,2
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,October Week 3,2024-10-19,2023-10-21,2024-2025,2023-2024,3.5,3.3,2.0495,1.662,0.2003,2.6387,1.4 to 5.5,1.6 to 4.9,-2.4 to 2.8,Similar to Last Season,0.0346,2.8 - 3.8,2
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,October Week 4,2024-10-26,2023-10-28,2024-2025,2023-2024,3.5,3.3,2.0495,1.662,0.2003,2.6387,1.4 to 5.5,1.6 to 4.9,-2.4 to 2.8,Similar to Last Season,0.0346,2.8 - 3.9,2
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,November Week 1,2024-11-02,2023-11-04,2024-2025,2023-2024,9.2,7.3,3.2204,1.7816,1.9029,3.6804,5.9 to 12.4,5.5 to 9.0,-1.8 to 5.6,Similar to Last Season,0.0917,8.4 - 10.7,4
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,November Week 2,2024-11-09,2023-11-11,2024-2025,2023-2024,11.2,7.3,3.6034,1.7816,3.9329,4.0198,7.6 to 14.8,5.5 to 9.0,-0.1 to 8.0,Similar to Last Season,0.112,8.9 - 11.4,4
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,November Week 3,2024-11-16,2023-11-18,2024-2025,2023-2024,11.2,7.3,3.6034,1.7816,3.9329,4.0198,7.6 to 14.8,5.5 to 9.0,-0.1 to 8.0,Similar to Last Season,0.112,9.1 - 11.5,4
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,November Week 4,2024-11-23,2023-11-25,2024-2025,2023-2024,11.2,7.3,3.6034,1.7816,3.9329,4.0198,7.6 to 14.8,5.5 to 9.0,-0.1 to 8.0,Similar to Last Season,0.112,9.5 - 11.9,4
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,October Week 1,2024-10-05,2023-10-07,2024-2025,2023-2024,2.1,1,1.202,0.4625,1.0391,1.2879,0.9 to 3.3,0.6 to 1.5,-0.2 to 2.3,Similar to Last Season,0.0206,2.2 - 3.1,2
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,October Week 2,2024-10-12,2023-10-14,2024-2025,2023-2024,2.1,1.1,1.202,0.5278,0.9124,1.3128,0.9 to 3.3,0.6 to 1.7,-0.4 to 2.2,Similar to Last Season,0.0206,0.7 - 2.4,1
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,October Week 3,2024-10-19,2023-10-21,2024-2025,2023-2024,2.1,1.1,1.202,0.5278,0.9124,1.3128,0.9 to 3.3,0.6 to 1.7,-0.4 to 2.2,Similar to Last Season,0.0206,1.0 - 2.7,1
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,October Week 4,2024-10-26,2023-10-28,2024-2025,2023-2024,2.1,1.1,1.202,0.5278,0.9124,1.3128,0.9 to 3.3,0.6 to 1.7,-0.4 to 2.2,Similar to Last Season,0.0206,1.3 - 2.7,1
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,November Week 1,2024-11-02,2023-11-04,2024-2025,2023-2024,4.1,4.1,1.5894,1.0035,-0.0143,1.8797,2.5 to 5.6,3.1 to 5.1,-1.9 to 1.9,Similar to Last Season,0.0406,2.3 - 4.8,1
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,November Week 2,2024-11-09,2023-11-11,2024-2025,2023-2024,4.1,4.6,1.5894,1.4358,-0.5397,2.1419,2.5 to 5.6,3.2 to 6.0,-2.7 to 1.6,Similar to Last Season,0.0406,2.3 - 4.8,1
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,November Week 3,2024-11-16,2023-11-18,2024-2025,2023-2024,4.3,4.6,1.6849,1.4358,-0.255,2.2137,2.7 to 6.0,3.2 to 6.0,-2.5 to 2.0,Similar to Last Season,0.0434,2.4 - 4.8,1
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,November Week 4,2024-11-23,2023-11-25,2024-2025,2023-2024,4.4,4.6,1.6541,1.4358,-0.1684,2.1903,2.8 to 6.1,3.2 to 6.0,-2.4 to 2.0,Similar to Last Season,0.0443,2.5 - 5.1,1
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,October Week 1,2024-10-05,2023-10-07,2024-2025,2023-2024,1.7,1.8,1.376,1.0117,-0.1055,1.7079,0.3 to 3.1,0.8 to 2.8,-1.8 to 1.6,Similar to Last Season,0.0172,0.7 - 2.1,1
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,October Week 2,2024-10-12,2023-10-14,2024-2025,2023-2024,1.7,1.8,1.376,1.0117,-0.1055,1.7079,0.3 to 3.1,0.8 to 2.8,-1.8 to 1.6,Similar to Last Season,0.0172,0.7 - 2.4,1
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,October Week 3,2024-10-19,2023-10-21,2024-2025,2023-2024,1.7,1.8,1.376,1.0117,-0.1055,1.7079,0.3 to 3.1,0.8 to 2.8,-1.8 to 1.6,Similar to Last Season,0.0172,1.0 - 2.7,1
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,October Week 4,2024-10-26,2023-10-28,2024-2025,2023-2024,1.7,1.8,1.376,1.0117,-0.1055,1.7079,0.3 to 3.1,0.8 to 2.8,-1.8 to 1.6,Similar to Last Season,0.0172,1.3 - 2.7,1
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,November Week 1,2024-11-02,2023-11-04,2024-2025,2023-2024,5.9,5.5,3.3346,1.6568,0.3156,3.7235,2.5 to 9.2,3.9 to 7.2,-3.4 to 4.0,Similar to Last Season,0.0586,4.9 - 6.6,2
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,November Week 2,2024-11-09,2023-11-11,2024-2025,2023-2024,5.9,5.5,3.3346,1.6568,0.3156,3.7235,2.5 to 9.2,3.9 to 7.2,-3.4 to 4.0,Similar to Last Season,0.0586,4.9 - 6.8,2
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,November Week 3,2024-11-16,2023-11-18,2024-2025,2023-2024,5.9,5.5,3.3346,1.6568,0.3156,3.7235,2.5 to 9.2,3.9 to 7.2,-3.4 to 4.0,Similar to Last Season,0.0586,4.9 - 7.1,2
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,November Week 4,2024-11-23,2023-11-25,2024-2025,2023-2024,5.9,5.5,3.3346,1.6568,0.3156,3.7235,2.5 to 9.2,3.9 to 7.2,-3.4 to 4.0,Similar to Last Season,0.0586,5.2 - 7.2,2
COVID,National,National,Age,5-17 years,Up-to-date,December Week 1,2024-12-07,2023-12-09,2024-2025,2023-2024,12.1,12,0.7087,0.495,0.1257,0.8645,11.4 to 12.8,11.5 to 12.5,-0.7 to 1.0,Similar to Last Season,0.121,11.6 - 13.2,4
COVID,National,National,Age,6 months-4 years,Up-to-date,December Week 1,2024-12-07,2023-12-09,2024-2025,2023-2024,4.3,4.1,0.6079,0.3854,0.1658,0.7198,3.7 to 4.9,3.7 to 4.5,-0.6 to 0.9,Similar to Last Season,0.0428,2.7 - 6.1,1
COVID,National,National,Age,6-23 months,Up-to-date,December Week 1,2024-12-07,2023-12-09,2024-2025,2023-2024,2.8,2.5,0.8921,0.6038,0.2565,1.0772,1.9 to 3.7,1.9 to 3.1,-0.8 to 1.3,Similar to Last Season,0.0279,2.7 - 6.1,1
COVID,National,National,Age,12-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,10.9,12.8,0.9839,0.7304,-1.8432,1.2254,9.9 to 11.9,12.0 to 13.5,-3.1 to -0.6,Lower than Last Season,0.1092,9.8 - 12.1,4
COVID,National,National,Age,5-11 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,10.2,10.6,0.9201,0.481,-0.4221,1.0382,9.2 to 11.1,10.1 to 11.1,-1.5 to 0.6,Similar to Last Season,0.1017,9.8 - 12.1,4
COVID,National,National,Age,5-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,10.9,11.8,0.7233,0.4522,-0.8693,0.853,10.2 to 11.6,11.3 to 12.2,-1.7 to 0.0,Lower than Last Season,0.1088,9.8 - 12.1,4
COVID,National,National,Age,6 months-4 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,4.3,4.1,0.6079,0.3854,0.1658,0.7198,3.7 to 4.9,3.7 to 4.5,-0.6 to 0.9,Similar to Last Season,0.0428,2.6 - 5.2,1
COVID,National,National,Age,6-23 months,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,2.8,2.5,0.8921,0.6038,0.2565,1.0772,1.9 to 3.7,1.9 to 3.1,-0.8 to 1.3,Similar to Last Season,0.0279,2.6 - 5.2,1
COVID,National,National,Mother's Education,>= College degree,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,14.4,14.9,1.1522,0.5607,-0.442,1.2814,13.3 to 15.6,14.3 to 15.4,-1.7 to 0.8,Similar to Last Season,0.1441,12.2 - 28.7,5
COVID,National,National,Mother's Education,High school or equivalent,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,4.3,5,0.8723,0.5425,-0.6869,1.0272,3.5 to 5.2,4.5 to 5.6,-1.7 to 0.3,Similar to Last Season,0.0433,2.6 - 5.2,1
COVID,National,National,Mother's Education,Less than high school,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,5.3,7.4,1.3536,1.0261,-2.1,1.6986,3.9 to 6.6,6.4 to 8.4,-3.8 to -0.4,Lower than Last Season,0.0529,5.3 - 7.2,2
COVID,National,National,Mother's Education,Some college,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,4.4,5.4,0.7526,0.4881,-1.0129,0.897,3.6 to 5.1,4.9 to 5.9,-1.9 to -0.1,Lower than Last Season,0.0438,2.6 - 5.2,1
COVID,National,National,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,9.7,10,0.7763,0.3604,-0.3283,0.8559,8.9 to 10.5,9.7 to 10.4,-1.2 to 0.5,Similar to Last Season,0.0969,7.3 - 9.7,3
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,4.8,6.1,0.7654,0.5371,-1.355,0.935,4.0 to 5.5,5.6 to 6.7,-2.3 to -0.4,Lower than Last Season,0.0476,2.6 - 5.2,1
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,13.4,13.4,1.0476,0.5004,0.0053,1.161,12.3 to 14.4,12.9 to 13.9,-1.2 to 1.2,Similar to Last Season,0.1337,12.2 - 28.7,5
COVID,National,National,Poverty Status,Below Poverty,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,5.6,6,1.4865,0.6682,-0.4049,1.6298,4.1 to 7.1,5.3 to 6.7,-2.0 to 1.2,Similar to Last Season,0.0561,5.3 - 7.2,2
COVID,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,7.4,9,1.2926,1.227,-1.6472,1.7822,6.1 to 8.7,7.8 to 10.3,-3.4 to 0.1,Similar to Last Season,0.074,7.3 - 9.7,3
COVID,National,National,Race/Ethnicity,"Black, Non-Hispanic",Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,6.8,7.6,1.6052,0.7931,-0.8115,1.7904,5.2 to 8.4,6.8 to 8.4,-2.6 to 1.0,Similar to Last Season,0.0679,5.3 - 7.2,2
COVID,National,National,Race/Ethnicity,Hispanic,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,7.2,7.8,1.2718,0.5774,-0.6435,1.3967,5.9 to 8.5,7.3 to 8.4,-2.0 to 0.8,Similar to Last Season,0.072,5.3 - 7.2,2
COVID,National,National,Race/Ethnicity,"Other, Non-Hispanic",Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,10.1,10.9,1.7158,0.9135,-0.8154,1.9438,8.4 to 11.8,10.0 to 11.9,-2.8 to 1.1,Similar to Last Season,0.1012,9.8 - 12.1,4
COVID,National,National,Race/Ethnicity,"White, Non-Hispanic",Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,11.2,11.6,0.8976,0.4785,-0.3208,1.0172,10.3 to 12.1,11.1 to 12.0,-1.3 to 0.7,Similar to Last Season,0.1123,9.8 - 12.1,4
COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,5.4,5.7,1.202,0.6053,-0.2946,1.3458,4.2 to 6.6,5.1 to 6.3,-1.6 to 1.1,Similar to Last Season,0.0537,5.3 - 7.2,2
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,9.5,10.1,0.7667,0.5539,-0.5841,0.9459,8.7 to 10.3,9.5 to 10.6,-1.5 to 0.4,Similar to Last Season,0.0949,7.3 - 9.7,3
COVID,National,National,Urbanicity,Urban (MSA Principal City),Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,12.1,11.6,2.2284,0.5833,0.5495,2.3035,9.9 to 14.3,11.0 to 12.1,-1.8 to 2.9,Similar to Last Season,0.121,9.8 - 12.1,4
COVID,Region,Region 1,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,18.3,18.8,3.2357,1.3769,-0.4773,3.5165,15.1 to 21.6,17.4 to 20.2,-4.0 to 3.0,Similar to Last Season,0.1834,12.2 - 28.7,5
COVID,Region,Region 10,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,15.1,14.4,2.3557,1.4564,0.7302,2.7696,12.7 to 17.4,12.9 to 15.8,-2.0 to 3.5,Similar to Last Season,0.1508,12.2 - 28.7,5
COVID,Region,Region 2,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,7.5,10.3,1.4524,1.0921,-2.8866,1.8172,6.0 to 8.9,9.3 to 11.4,-4.7 to -1.1,Lower than Last Season,0.0746,7.3 - 9.7,3
COVID,Region,Region 3,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,11.8,13.2,1.3392,2.0331,-1.4063,2.4345,10.4 to 13.1,11.2 to 15.2,-3.8 to 1.0,Similar to Last Season,0.1178,9.8 - 12.1,4
COVID,Region,Region 4,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,4.8,6.3,0.7847,0.5938,-1.5265,0.984,4.0 to 5.5,5.7 to 6.9,-2.5 to -0.5,Lower than Last Season,0.0475,2.6 - 5.2,1
COVID,Region,Region 5,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,10.3,10.6,1.2332,0.7448,-0.3096,1.4407,9.1 to 11.6,9.9 to 11.4,-1.8 to 1.1,Similar to Last Season,0.1032,9.8 - 12.1,4
COVID,Region,Region 6,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,5.5,7,0.7729,0.5844,-1.5598,0.969,4.7 to 6.2,6.4 to 7.6,-2.5 to -0.6,Lower than Last Season,0.0545,5.3 - 7.2,2
COVID,Region,Region 7,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,9.3,9.1,2.1642,1.0973,0.1925,2.4265,7.2 to 11.5,8.0 to 10.2,-2.2 to 2.6,Similar to Last Season,0.0932,7.3 - 9.7,3
COVID,Region,Region 8,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,12.1,11.8,1.8626,1.1047,0.2229,2.1656,10.2 to 13.9,10.7 to 12.9,-1.9 to 2.4,Similar to Last Season,0.1205,9.8 - 12.1,4
COVID,Region,Region 9,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,11.3,11.4,3.7941,1.1898,-0.1099,3.9763,7.5 to 15.1,10.2 to 12.6,-4.1 to 3.9,Similar to Last Season,0.113,9.8 - 12.1,4
COVID,State,Alabama,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,5.6,4.9,2.4106,1.1286,0.6874,2.6617,3.1 to 8.0,3.7 to 6.0,-2.0 to 3.3,Similar to Last Season,0.0555,5.3 - 7.2,2
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,4.9,7.3,2.2015,1.833,-2.4749,2.8647,2.7 to 7.1,5.5 to 9.2,-5.3 to 0.4,Similar to Last Season,0.0487,2.6 - 5.2,1
COVID,State,Arizona,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,4.7,9.1,2.5062,2.1697,-4.4074,3.3149,2.2 to 7.2,6.9 to 11.3,-7.7 to -1.1,Lower than Last Season,0.047,2.6 - 5.2,1
COVID,State,Arkansas,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,3.5,5.4,1.5234,1.3765,-1.9,2.0532,2.0 to 5.0,4.0 to 6.8,-4.0 to 0.2,Similar to Last Season,0.0349,2.6 - 5.2,1
COVID,State,California,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,13.2,12.3,3.0789,1.5218,0.9051,3.4345,10.1 to 16.2,10.7 to 13.8,-2.5 to 4.3,Similar to Last Season,0.1316,12.2 - 28.7,5
COVID,State,Colorado,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,14.9,14.8,3.2443,1.9315,0.1626,3.7757,11.7 to 18.2,12.9 to 16.7,-3.6 to 3.9,Similar to Last Season,0.1495,12.2 - 28.7,5
COVID,State,Connecticut,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,11.9,14.4,4.4951,2.6356,-2.5591,5.2108,7.4 to 16.4,11.8 to 17.1,-7.8 to 2.7,Similar to Last Season,0.1188,9.8 - 12.1,4
COVID,State,Delaware,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,7.9,10.2,2.8246,2.2719,-2.3316,3.6249,5.0 to 10.7,7.9 to 12.5,-6.0 to 1.3,Similar to Last Season,0.0786,7.3 - 9.7,3
COVID,State,District of Columbia,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,28.7,25.8,3.9231,2.7871,2.9311,4.8123,24.8 to 32.7,23.0 to 28.6,-1.9 to 7.7,Similar to Last Season,0.2873,12.2 - 28.7,5
COVID,State,Florida,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,3.6,5.3,1.8662,1.3289,-1.7262,2.291,1.7 to 5.5,4.0 to 6.7,-4.0 to 0.6,Similar to Last Season,0.0361,2.6 - 5.2,1
COVID,State,Georgia,Overall,6 months-17 years,Up-to-date,November Week 5,2024-11-30,2023-12-02,2024-2025,2023-2024,5.7,6.4,2.4334,1.4896,-0.6556,2.8531,3.3 to 8.1,4.9 to 7.9,-3.5 to 2.2,Similar to Last Season,0.0571,5.3 - 7.2,2
